SpatialDim,ParentLocation,TimeDim,Dim1,NumericValue,Date,Country
GHA,Africa,2009,SEX_MLE,14.98989239,2025-01-28T14:13:24.673+01:00,Ghana
UGA,Africa,2020,SEX_FMLE,3.687574257,2025-01-28T14:13:24.673+01:00,Uganda
UKR,Europe,2015,SEX_FMLE,5.215973749,2025-01-28T14:13:24.673+01:00,Ukraine
HUN,Europe,2009,SEX_MLE,33.03337787,2025-01-28T14:13:24.673+01:00,Hungary
AMR,,2004,SEX_MLE,12.7855796,2025-01-28T14:13:24.673+01:00,not found
FRA,Europe,2015,SEX_MLE,17.96483888,2025-01-28T14:13:24.673+01:00,France
KEN,Africa,2005,SEX_FMLE,4.67541039,2025-01-28T14:13:24.673+01:00,Kenya
TGO,Africa,2015,SEX_FMLE,6.974945886,2025-01-28T14:13:24.673+01:00,Togo
KAZ,Europe,2005,SEX_FMLE,11.21017326,2025-01-28T14:13:24.673+01:00,Kazakhstan
MDV,South-East Asia,2013,SEX_BTSX,2.706060024,2025-01-28T14:13:24.673+01:00,Maldives
RWA,Africa,2019,SEX_FMLE,6.764403956,2025-01-28T14:13:24.673+01:00,Rwanda
AFG,Eastern Mediterranean,2000,SEX_FMLE,4.934659256,2025-01-28T14:13:24.673+01:00,Afghanistan
AZE,Europe,2021,SEX_BTSX,1.559577648,2025-01-28T14:13:24.673+01:00,Azerbaijan
MYS,Western Pacific,2020,SEX_MLE,6.582732925,2025-01-28T14:13:24.673+01:00,Malaysia
CRI,Americas,2005,SEX_BTSX,6.38776401,2025-01-28T14:13:24.673+01:00,Costa Rica
SLV,Americas,2008,SEX_BTSX,8.902612747,2025-01-28T14:13:24.673+01:00,El Salvador
SGP,Western Pacific,2005,SEX_MLE,13.93867936,2025-01-28T14:13:24.673+01:00,Singapore
BFA,Africa,2014,SEX_MLE,28.32142608,2025-01-28T14:13:24.673+01:00,Burkina Faso
BLZ,Americas,2013,SEX_BTSX,7.274761147,2025-01-28T14:13:24.673+01:00,Belize
IND,South-East Asia,2012,SEX_FMLE,14.18565577,2025-01-28T14:13:24.673+01:00,India
TGO,Africa,2008,SEX_FMLE,6.551180643,2025-01-28T14:13:24.673+01:00,Togo
KHM,Western Pacific,2000,SEX_FMLE,4.203798579,2025-01-28T14:13:24.673+01:00,Cambodia
WB_LMI,,2012,SEX_MLE,14.71013108,2025-01-28T14:13:24.673+01:00,not found
SWE,Europe,2007,SEX_MLE,16.94140852,2025-01-28T14:13:24.673+01:00,Sweden
NOR,Europe,2021,SEX_BTSX,11.4182688,2025-01-28T14:13:24.673+01:00,Norway
BTN,South-East Asia,2013,SEX_MLE,7.328389025,2025-01-28T14:13:24.673+01:00,Bhutan
TZA,Africa,2019,SEX_FMLE,4.025271474,2025-01-28T14:13:24.673+01:00,Tanzania
SGP,Western Pacific,2019,SEX_MLE,9.892801748,2025-01-28T14:13:24.673+01:00,Singapore
ITA,Europe,2005,SEX_BTSX,4.890086913,2025-01-28T14:13:24.673+01:00,Italy
TUR,Europe,2019,SEX_FMLE,1.428370748,2025-01-28T14:13:24.673+01:00,Türkiye
UZB,Europe,2001,SEX_FMLE,7.798468555,2025-01-28T14:13:24.673+01:00,Uzbekistan
HUN,Europe,2021,SEX_MLE,19.01216452,2025-01-28T14:13:24.673+01:00,Hungary
CYP,Europe,2010,SEX_FMLE,1.873336796,2025-01-28T14:13:24.673+01:00,Cyprus
COL,Americas,2006,SEX_MLE,7.340636656,2025-01-28T14:13:24.673+01:00,Colombia
MDG,Africa,2021,SEX_MLE,15.0081842,2025-01-28T14:13:24.673+01:00,Madagascar
RUS,Europe,2013,SEX_FMLE,8.904574974,2025-01-28T14:13:24.673+01:00,Russia
GRC,Europe,2018,SEX_MLE,6.467629969,2025-01-28T14:13:24.673+01:00,Greece
SOM,Eastern Mediterranean,2001,SEX_FMLE,10.62905188,2025-01-28T14:13:24.673+01:00,Somalia
UKR,Europe,2000,SEX_FMLE,8.510249585,2025-01-28T14:13:24.673+01:00,Ukraine
BRN,Western Pacific,2008,SEX_MLE,1.900975324,2025-01-28T14:13:24.673+01:00,Brunei Darussalam
SEAR,,2010,SEX_BTSX,12.77021576,2025-01-28T14:13:24.673+01:00,not found
SLE,Africa,2013,SEX_BTSX,9.562159937,2025-01-28T14:13:24.673+01:00,Sierra Leone
IND,South-East Asia,2004,SEX_FMLE,14.95126507,2025-01-28T14:13:24.673+01:00,India
ARE,Eastern Mediterranean,2009,SEX_FMLE,0.720818572,2025-01-28T14:13:24.673+01:00,United Arab Emirates
SVN,Europe,2007,SEX_FMLE,7.451242261,2025-01-28T14:13:24.673+01:00,Slovenia
MRT,Africa,2015,SEX_BTSX,4.762303067,2025-01-28T14:13:24.673+01:00,Mauritania
ZMB,Africa,2017,SEX_FMLE,3.975193988,2025-01-28T14:13:24.673+01:00,Zambia
FIN,Europe,2007,SEX_BTSX,16.96365478,2025-01-28T14:13:24.673+01:00,Finland
PAK,Eastern Mediterranean,2016,SEX_MLE,10.92180187,2025-01-28T14:13:24.673+01:00,Pakistan
ZAF,Africa,2001,SEX_FMLE,6.412380549,2025-01-28T14:13:24.673+01:00,South Africa
IRN,Eastern Mediterranean,2004,SEX_MLE,5.94657532,2025-01-28T14:13:24.673+01:00,Iran
ATG,Americas,2003,SEX_FMLE,0.0,2025-01-28T14:13:24.673+01:00,Antigua and Barbuda
QAT,Eastern Mediterranean,2004,SEX_FMLE,3.142696089,2025-01-28T14:13:24.673+01:00,Qatar
POL,Europe,2005,SEX_FMLE,4.260115801,2025-01-28T14:13:24.673+01:00,Poland
LTU,Europe,2015,SEX_BTSX,28.33687324,2025-01-28T14:13:24.673+01:00,Lithuania
PAK,Eastern Mediterranean,2003,SEX_MLE,12.90784439,2025-01-28T14:13:24.673+01:00,Pakistan
TJK,Europe,2012,SEX_BTSX,3.721095269,2025-01-28T14:13:24.673+01:00,Tajikistan
DOM,Americas,2021,SEX_MLE,7.439279385,2025-01-28T14:13:24.673+01:00,Dominican Republic
TKM,Europe,2016,SEX_BTSX,7.826488407,2025-01-28T14:13:24.673+01:00,Turkmenistan
RWA,Africa,2021,SEX_BTSX,13.64981111,2025-01-28T14:13:24.673+01:00,Rwanda
KAZ,Europe,2009,SEX_FMLE,9.992038359,2025-01-28T14:13:24.673+01:00,Kazakhstan
LCA,Americas,2005,SEX_BTSX,7.159884279,2025-01-28T14:13:24.673+01:00,St. Lucia
TON,Western Pacific,2008,SEX_BTSX,5.21921852,2025-01-28T14:13:24.673+01:00,Tonga
BLR,Europe,2016,SEX_BTSX,17.01193742,2025-01-28T14:13:24.673+01:00,Belarus
TON,Western Pacific,2020,SEX_BTSX,5.281511042,2025-01-28T14:13:24.673+01:00,Tonga
TKM,Europe,2012,SEX_BTSX,7.713613314,2025-01-28T14:13:24.673+01:00,Turkmenistan
HTI,Americas,2005,SEX_MLE,13.29310035,2025-01-28T14:13:24.673+01:00,Haiti
GLOBAL,,2010,SEX_BTSX,10.9436531,2025-01-28T14:13:24.673+01:00,not found
COD,Africa,2005,SEX_BTSX,14.58162439,2025-01-28T14:13:24.673+01:00,DR Congo
BWA,Africa,2011,SEX_FMLE,11.42056031,2025-01-28T14:13:24.673+01:00,Botswana
MKD,Europe,2011,SEX_MLE,7.590277539,2025-01-28T14:13:24.673+01:00,North Macedonia
SWZ,Africa,2002,SEX_BTSX,22.23746462,2025-01-28T14:13:24.673+01:00,Eswatini
MNE,Europe,2017,SEX_BTSX,10.64327577,2025-01-28T14:13:24.673+01:00,Montenegro
CZE,Europe,2021,SEX_MLE,16.33807917,2025-01-28T14:13:24.673+01:00,Czechia
WB_UMI,,2002,SEX_FMLE,9.385557264,2025-01-28T14:13:24.673+01:00,not found
MRT,Africa,2005,SEX_MLE,6.470025318,2025-01-28T14:13:24.673+01:00,Mauritania
ZWE,Africa,2006,SEX_FMLE,11.24893228,2025-01-28T14:13:24.673+01:00,Zimbabwe
FIN,Europe,2005,SEX_FMLE,9.117068803,2025-01-28T14:13:24.673+01:00,Finland
MNE,Europe,2019,SEX_MLE,18.79687979,2025-01-28T14:13:24.673+01:00,Montenegro
SGP,Western Pacific,2012,SEX_BTSX,9.090714378,2025-01-28T14:13:24.673+01:00,Singapore
BHR,Eastern Mediterranean,2013,SEX_MLE,6.945445482,2025-01-28T14:13:24.673+01:00,Bahrain
FRA,Europe,2007,SEX_BTSX,13.86380668,2025-01-28T14:13:24.673+01:00,France
EST,Europe,2020,SEX_FMLE,6.058334725,2025-01-28T14:13:24.673+01:00,Estonia
TLS,South-East Asia,2016,SEX_BTSX,4.404491894,2025-01-28T14:13:24.673+01:00,Timor-Leste
CZE,Europe,2014,SEX_FMLE,4.260645923,2025-01-28T14:13:24.673+01:00,Czechia
PRY,Americas,2013,SEX_BTSX,5.71201525,2025-01-28T14:13:24.673+01:00,Paraguay
SLV,Americas,2010,SEX_MLE,15.07091024,2025-01-28T14:13:24.673+01:00,El Salvador
PNG,Western Pacific,2011,SEX_FMLE,1.557593761,2025-01-28T14:13:24.673+01:00,Papua New Guinea
SVK,Europe,2007,SEX_FMLE,3.248803414,2025-01-28T14:13:24.673+01:00,Slovakia
CHL,Americas,2016,SEX_MLE,15.6127845,2025-01-28T14:13:24.673+01:00,Chile
WSM,Western Pacific,2019,SEX_MLE,21.7513792,2025-01-28T14:13:24.673+01:00,Samoa
RUS,Europe,2002,SEX_BTSX,44.79336731,2025-01-28T14:13:24.673+01:00,Russia
GAB,Africa,2001,SEX_MLE,22.66324401,2025-01-28T14:13:24.673+01:00,Gabon
DZA,Africa,2006,SEX_BTSX,3.089137146,2025-01-28T14:13:24.673+01:00,Algeria
CUB,Americas,2001,SEX_BTSX,13.6732241,2025-01-28T14:13:24.673+01:00,Cuba
CHN,Western Pacific,2014,SEX_FMLE,5.987960538,2025-01-28T14:13:24.673+01:00,China
LUX,Europe,2014,SEX_FMLE,7.007432482,2025-01-28T14:13:24.673+01:00,Luxembourg
CHE,Europe,2017,SEX_FMLE,5.852101006,2025-01-28T14:13:24.673+01:00,Switzerland
LBN,Eastern Mediterranean,2006,SEX_BTSX,0.900517505,2025-01-28T14:13:24.673+01:00,Lebanon
BDI,Africa,2013,SEX_MLE,22.55989564,2025-01-28T14:13:24.673+01:00,Burundi
BEL,Europe,2014,SEX_BTSX,15.14140113,2025-01-28T14:13:24.673+01:00,Belgium
SLB,Western Pacific,2010,SEX_FMLE,12.64489167,2025-01-28T14:13:24.673+01:00,Solomon Islands
ITA,Europe,2018,SEX_FMLE,2.26005287,2025-01-28T14:13:24.673+01:00,Italy
WB_HI,,2006,SEX_MLE,23.02584522,2025-01-28T14:13:24.673+01:00,not found
CAN,Americas,2004,SEX_MLE,16.43982265,2025-01-28T14:13:24.673+01:00,Canada
THA,South-East Asia,2009,SEX_FMLE,3.440073453,2025-01-28T14:13:24.673+01:00,Thailand
ZAF,Africa,2015,SEX_FMLE,9.177814497,2025-01-28T14:13:24.673+01:00,South Africa
VNM,Western Pacific,2013,SEX_BTSX,7.529001689,2025-01-28T14:13:24.673+01:00,Vietnam
FJI,Western Pacific,2014,SEX_MLE,14.09480007,2025-01-28T14:13:24.673+01:00,Fiji
HRV,Europe,2006,SEX_FMLE,6.552848248,2025-01-28T14:13:24.673+01:00,Croatia
TUN,Eastern Mediterranean,2016,SEX_FMLE,1.449684706,2025-01-28T14:13:24.673+01:00,Tunisia
ISL,Europe,2003,SEX_BTSX,12.01800193,2025-01-28T14:13:24.673+01:00,Iceland
TGO,Africa,2009,SEX_MLE,27.00666969,2025-01-28T14:13:24.673+01:00,Togo
ZAF,Africa,2018,SEX_MLE,30.53342738,2025-01-28T14:13:24.673+01:00,South Africa
CIV,Africa,2004,SEX_FMLE,3.129709461,2025-01-28T14:13:24.673+01:00,Cote d'Ivoire
LBR,Africa,2002,SEX_BTSX,9.298247853,2025-01-28T14:13:24.673+01:00,Liberia
LAO,Western Pacific,2018,SEX_BTSX,5.046626997,2025-01-28T14:13:24.673+01:00,Laos
MAR,Eastern Mediterranean,2017,SEX_FMLE,2.902222673,2025-01-28T14:13:24.673+01:00,Morocco
CAF,Africa,2002,SEX_MLE,38.76026186,2025-01-28T14:13:24.673+01:00,Central African Republic
SSD,Africa,2015,SEX_BTSX,10.49037366,2025-01-28T14:13:24.673+01:00,South Sudan
KOR,Western Pacific,2003,SEX_BTSX,23.24414699,2025-01-28T14:13:24.673+01:00,South Korea
GTM,Americas,2009,SEX_BTSX,7.531026807,2025-01-28T14:13:24.673+01:00,Guatemala
WSM,Western Pacific,2014,SEX_MLE,20.7573706,2025-01-28T14:13:24.673+01:00,Samoa
ITA,Europe,2004,SEX_FMLE,2.419029455,2025-01-28T14:13:24.673+01:00,Italy
UGA,Africa,2009,SEX_BTSX,11.574135,2025-01-28T14:13:24.673+01:00,Uganda
MWI,Africa,2005,SEX_MLE,22.75295649,2025-01-28T14:13:24.673+01:00,Malawi
MDG,Africa,2004,SEX_FMLE,6.30775819,2025-01-28T14:13:24.673+01:00,Madagascar
ESP,Europe,2000,SEX_BTSX,6.564759517,2025-01-28T14:13:24.673+01:00,Spain
AGO,Africa,2001,SEX_FMLE,5.792586095,2025-01-28T14:13:24.673+01:00,Angola
ATG,Americas,2017,SEX_FMLE,0.0,2025-01-28T14:13:24.673+01:00,Antigua and Barbuda
GUY,Americas,2020,SEX_FMLE,12.34103392,2025-01-28T14:13:24.673+01:00,Guyana
BRN,Western Pacific,2005,SEX_BTSX,1.592305022,2025-01-28T14:13:24.673+01:00,Brunei Darussalam
AZE,Europe,2011,SEX_FMLE,1.238148827,2025-01-28T14:13:24.673+01:00,Azerbaijan
GIN,Africa,2007,SEX_FMLE,5.566158858,2025-01-28T14:13:24.673+01:00,Guinea
GIN,Africa,2001,SEX_FMLE,5.187310821,2025-01-28T14:13:24.673+01:00,Guinea
NER,Africa,2009,SEX_FMLE,5.345718673,2025-01-28T14:13:24.673+01:00,Niger
LCA,Americas,2020,SEX_BTSX,6.59733523,2025-01-28T14:13:24.673+01:00,St. Lucia
DNK,Europe,2021,SEX_MLE,10.99973878,2025-01-28T14:13:24.673+01:00,Denmark
SYR,Eastern Mediterranean,2007,SEX_MLE,1.184388541,2025-01-28T14:13:24.673+01:00,Syria
ARG,Americas,2002,SEX_FMLE,4.240148464,2025-01-28T14:13:24.673+01:00,Argentina
GEO,Europe,2013,SEX_MLE,6.380217405,2025-01-28T14:13:24.673+01:00,Georgia
CUB,Americas,2009,SEX_MLE,17.41983835,2025-01-28T14:13:24.673+01:00,Cuba
MUS,Africa,2020,SEX_MLE,17.93739929,2025-01-28T14:13:24.673+01:00,Mauritius
MNG,Western Pacific,2001,SEX_FMLE,6.80027539,2025-01-28T14:13:24.673+01:00,Mongolia
PRK,South-East Asia,2019,SEX_BTSX,8.391145549,2025-01-28T14:13:24.673+01:00,North Korea
OMN,Eastern Mediterranean,2020,SEX_MLE,1.757302917,2025-01-28T14:13:24.673+01:00,Oman
LAO,Western Pacific,2002,SEX_MLE,10.09127716,2025-01-28T14:13:24.673+01:00,Laos
SGP,Western Pacific,2020,SEX_FMLE,4.479908727,2025-01-28T14:13:24.673+01:00,Singapore
GNQ,Africa,2008,SEX_BTSX,10.13464329,2025-01-28T14:13:24.673+01:00,Equatorial Guinea
KGZ,Europe,2013,SEX_FMLE,4.571831525,2025-01-28T14:13:24.673+01:00,Kyrgyz Republic
SLB,Western Pacific,2016,SEX_BTSX,23.45813729,2025-01-28T14:13:24.673+01:00,Solomon Islands
TKM,Europe,2017,SEX_BTSX,7.663905521,2025-01-28T14:13:24.673+01:00,Turkmenistan
MLT,Europe,2017,SEX_MLE,7.179635578,2025-01-28T14:13:24.673+01:00,Malta
AUT,Europe,2007,SEX_MLE,19.64372839,2025-01-28T14:13:24.673+01:00,Austria
SDN,Eastern Mediterranean,2002,SEX_BTSX,4.980894173,2025-01-28T14:13:24.673+01:00,Sudan
SEN,Africa,2021,SEX_BTSX,11.56092209,2025-01-28T14:13:24.673+01:00,Senegal
PRK,South-East Asia,2000,SEX_BTSX,8.93610819,2025-01-28T14:13:24.673+01:00,North Korea
MLT,Europe,2009,SEX_FMLE,1.2824576,2025-01-28T14:13:24.673+01:00,Malta
LTU,Europe,2008,SEX_MLE,59.33368295,2025-01-28T14:13:24.673+01:00,Lithuania
ROU,Europe,2017,SEX_BTSX,7.886518863,2025-01-28T14:13:24.673+01:00,Romania
IND,South-East Asia,2001,SEX_BTSX,16.47397835,2025-01-28T14:13:24.673+01:00,India
ARM,Europe,2012,SEX_MLE,11.08552566,2025-01-28T14:13:24.673+01:00,Armenia
TON,Western Pacific,2007,SEX_BTSX,5.627275,2025-01-28T14:13:24.673+01:00,Tonga
LTU,Europe,2011,SEX_FMLE,10.58838257,2025-01-28T14:13:24.673+01:00,Lithuania
HTI,Americas,2012,SEX_MLE,13.90673386,2025-01-28T14:13:24.673+01:00,Haiti
SYC,Africa,2014,SEX_FMLE,1.348858976,2025-01-28T14:13:24.673+01:00,Seychelles
ZMB,Africa,2019,SEX_MLE,19.55361688,2025-01-28T14:13:24.673+01:00,Zambia
CHE,Europe,2003,SEX_FMLE,8.484969664,2025-01-28T14:13:24.673+01:00,Switzerland
CYP,Europe,2005,SEX_FMLE,1.123377059,2025-01-28T14:13:24.673+01:00,Cyprus
SOM,Eastern Mediterranean,2000,SEX_FMLE,10.53502867,2025-01-28T14:13:24.673+01:00,Somalia
BEN,Africa,2004,SEX_BTSX,11.93370322,2025-01-28T14:13:24.673+01:00,Benin
IRQ,Eastern Mediterranean,2021,SEX_BTSX,3.817313373,2025-01-28T14:13:24.673+01:00,Iraq
MMR,South-East Asia,2002,SEX_MLE,6.732251496,2025-01-28T14:13:24.673+01:00,Myanmar
CMR,Africa,2010,SEX_BTSX,14.00934372,2025-01-28T14:13:24.673+01:00,Cameroon
LBY,Eastern Mediterranean,2019,SEX_BTSX,6.078125809,2025-01-28T14:13:24.673+01:00,Libya
LCA,Americas,2008,SEX_BTSX,6.663782764,2025-01-28T14:13:24.673+01:00,St. Lucia
SVN,Europe,2011,SEX_MLE,26.15735406,2025-01-28T14:13:24.673+01:00,Slovenia
WB_UMI,,2003,SEX_FMLE,9.163450685,2025-01-28T14:13:24.673+01:00,not found
SEN,Africa,2009,SEX_MLE,19.38030085,2025-01-28T14:13:24.673+01:00,Senegal
UKR,Europe,2006,SEX_BTSX,23.92088001,2025-01-28T14:13:24.673+01:00,Ukraine
BGR,Europe,2006,SEX_FMLE,3.814205149,2025-01-28T14:13:24.673+01:00,Bulgaria
LSO,Africa,2017,SEX_BTSX,34.71095149,2025-01-28T14:13:24.673+01:00,Lesotho
RWA,Africa,2002,SEX_MLE,35.16684291,2025-01-28T14:13:24.673+01:00,Rwanda
COG,Africa,2006,SEX_FMLE,8.26909105,2025-01-28T14:13:24.673+01:00,Congo Republic
STP,Africa,2006,SEX_BTSX,1.371261903,2025-01-28T14:13:24.673+01:00,Sao Tome and Principe
ISL,Europe,2004,SEX_MLE,16.44015852,2025-01-28T14:13:24.673+01:00,Iceland
DOM,Americas,2005,SEX_FMLE,1.80019944,2025-01-28T14:13:24.673+01:00,Dominican Republic
DOM,Americas,2005,SEX_MLE,8.812273617,2025-01-28T14:13:24.673+01:00,Dominican Republic
AFG,Eastern Mediterranean,2008,SEX_MLE,8.469310752,2025-01-28T14:13:24.673+01:00,Afghanistan
SWZ,Africa,2000,SEX_MLE,34.0402563,2025-01-28T14:13:24.673+01:00,Eswatini
TGO,Africa,2000,SEX_MLE,23.97977674,2025-01-28T14:13:24.673+01:00,Togo
MDA,Europe,2002,SEX_MLE,33.91009253,2025-01-28T14:13:24.673+01:00,Moldova
RWA,Africa,2013,SEX_FMLE,6.817291964,2025-01-28T14:13:24.673+01:00,Rwanda
AUS,Western Pacific,2006,SEX_BTSX,10.11197102,2025-01-28T14:13:24.673+01:00,Australia
GRC,Europe,2012,SEX_MLE,6.135900705,2025-01-28T14:13:24.673+01:00,Greece
MMR,South-East Asia,2005,SEX_BTSX,4.106065668,2025-01-28T14:13:24.673+01:00,Myanmar
POL,Europe,2003,SEX_BTSX,14.95788984,2025-01-28T14:13:24.673+01:00,Poland
KGZ,Europe,2000,SEX_BTSX,16.30352182,2025-01-28T14:13:24.673+01:00,Kyrgyz Republic
BLR,Europe,2010,SEX_MLE,52.8506373,2025-01-28T14:13:24.673+01:00,Belarus
MLI,Africa,2014,SEX_MLE,11.76318831,2025-01-28T14:13:24.673+01:00,Mali
ISL,Europe,2000,SEX_MLE,19.64931135,2025-01-28T14:13:24.673+01:00,Iceland
BGR,Europe,2000,SEX_FMLE,7.091222162,2025-01-28T14:13:24.673+01:00,Bulgaria
POL,Europe,2015,SEX_MLE,23.59514756,2025-01-28T14:13:24.673+01:00,Poland
SLE,Africa,2006,SEX_MLE,13.01622449,2025-01-28T14:13:24.673+01:00,Sierra Leone
USA,Americas,2000,SEX_BTSX,10.06459718,2025-01-28T14:13:24.673+01:00,United States
MMR,South-East Asia,2002,SEX_FMLE,1.904036652,2025-01-28T14:13:24.673+01:00,Myanmar
SYR,Eastern Mediterranean,2021,SEX_BTSX,0.662702614,2025-01-28T14:13:24.673+01:00,Syria
EUR,,2006,SEX_FMLE,5.747661458,2025-01-28T14:13:24.673+01:00,not found
SLV,Americas,2017,SEX_BTSX,8.716441785,2025-01-28T14:13:24.673+01:00,El Salvador
KHM,Western Pacific,2005,SEX_FMLE,3.821109634,2025-01-28T14:13:24.673+01:00,Cambodia
TKM,Europe,2005,SEX_FMLE,5.320241772,2025-01-28T14:13:24.673+01:00,Turkmenistan
GBR,Europe,2019,SEX_MLE,13.35027379,2025-01-28T14:13:24.673+01:00,United Kingdom
CMR,Africa,2005,SEX_MLE,22.72931403,2025-01-28T14:13:24.673+01:00,Cameroon
SVN,Europe,2014,SEX_MLE,24.72284494,2025-01-28T14:13:24.673+01:00,Slovenia
MDV,South-East Asia,2017,SEX_BTSX,2.427606239,2025-01-28T14:13:24.673+01:00,Maldives
MNE,Europe,2001,SEX_MLE,22.3356851,2025-01-28T14:13:24.673+01:00,Montenegro
SYR,Eastern Mediterranean,2009,SEX_MLE,1.105606298,2025-01-28T14:13:24.673+01:00,Syria
PNG,Western Pacific,2004,SEX_FMLE,1.597984102,2025-01-28T14:13:24.673+01:00,Papua New Guinea
MYS,Western Pacific,2001,SEX_MLE,8.204838471,2025-01-28T14:13:24.673+01:00,Malaysia
JOR,Eastern Mediterranean,2006,SEX_MLE,2.200638861,2025-01-28T14:13:24.673+01:00,Jordan
KIR,Western Pacific,2005,SEX_BTSX,20.95527415,2025-01-28T14:13:24.673+01:00,Kiribati
SLE,Africa,2016,SEX_MLE,12.78693069,2025-01-28T14:13:24.673+01:00,Sierra Leone
ZAF,Africa,2021,SEX_BTSX,21.11206779,2025-01-28T14:13:24.673+01:00,South Africa
AZE,Europe,2005,SEX_FMLE,1.502805379,2025-01-28T14:13:24.673+01:00,Azerbaijan
VEN,Americas,2009,SEX_BTSX,6.22743277,2025-01-28T14:13:24.673+01:00,Venezuela
BGD,South-East Asia,2002,SEX_MLE,6.673191583,2025-01-28T14:13:24.673+01:00,Bangladesh
VNM,Western Pacific,2007,SEX_BTSX,7.093557855,2025-01-28T14:13:24.673+01:00,Vietnam
ISL,Europe,2016,SEX_BTSX,11.01227607,2025-01-28T14:13:24.673+01:00,Iceland
EMR,,2005,SEX_MLE,7.23046933,2025-01-28T14:13:24.673+01:00,not found
MWI,Africa,2000,SEX_BTSX,13.86815575,2025-01-28T14:13:24.673+01:00,Malawi
TLS,South-East Asia,2002,SEX_BTSX,3.817442826,2025-01-28T14:13:24.673+01:00,Timor-Leste
AGO,Africa,2000,SEX_BTSX,17.15134096,2025-01-28T14:13:24.673+01:00,Angola
GTM,Americas,2019,SEX_FMLE,3.009646925,2025-01-28T14:13:24.673+01:00,Guatemala
TCD,Africa,2017,SEX_MLE,15.87646768,2025-01-28T14:13:24.673+01:00,Chad
CHN,Western Pacific,2018,SEX_BTSX,7.056773116,2025-01-28T14:13:24.673+01:00,China
PAK,Eastern Mediterranean,2000,SEX_MLE,13.15544068,2025-01-28T14:13:24.673+01:00,Pakistan
ZWE,Africa,2006,SEX_BTSX,20.6860477,2025-01-28T14:13:24.673+01:00,Zimbabwe
TCD,Africa,2017,SEX_FMLE,6.232462038,2025-01-28T14:13:24.673+01:00,Chad
LBN,Eastern Mediterranean,2020,SEX_FMLE,0.625386055,2025-01-28T14:13:24.673+01:00,Lebanon
JPN,Western Pacific,2008,SEX_MLE,28.06602215,2025-01-28T14:13:24.673+01:00,Japan
VEN,Americas,2014,SEX_FMLE,1.619336224,2025-01-28T14:13:24.673+01:00,Venezuela
IRQ,Eastern Mediterranean,2002,SEX_FMLE,2.913722523,2025-01-28T14:13:24.673+01:00,Iraq
WB_LMI,,2014,SEX_FMLE,8.123832573,2025-01-28T14:13:24.673+01:00,not found
TZA,Africa,2003,SEX_MLE,15.0088648,2025-01-28T14:13:24.673+01:00,Tanzania
ALB,Europe,2010,SEX_BTSX,6.484419909,2025-01-28T14:13:24.673+01:00,Albania
SLE,Africa,2010,SEX_FMLE,7.026369114,2025-01-28T14:13:24.673+01:00,Sierra Leone
EMR,,2012,SEX_MLE,6.342468311,2025-01-28T14:13:24.673+01:00,not found
MUS,Africa,2011,SEX_MLE,14.13511574,2025-01-28T14:13:24.673+01:00,Mauritius
BEN,Africa,2012,SEX_MLE,20.85116447,2025-01-28T14:13:24.673+01:00,Benin
TGO,Africa,2013,SEX_MLE,26.47505655,2025-01-28T14:13:24.673+01:00,Togo
YEM,Eastern Mediterranean,2021,SEX_BTSX,5.220651419,2025-01-28T14:13:24.673+01:00,Yemen
THA,South-East Asia,2014,SEX_MLE,15.8949092,2025-01-28T14:13:24.673+01:00,Thailand
MDV,South-East Asia,2004,SEX_MLE,4.980044468,2025-01-28T14:13:24.673+01:00,Maldives
PER,Americas,2003,SEX_MLE,2.070512969,2025-01-28T14:13:24.673+01:00,Peru
SLE,Africa,2018,SEX_FMLE,7.006797484,2025-01-28T14:13:24.673+01:00,Sierra Leone
ISR,Europe,2018,SEX_MLE,8.464422459,2025-01-28T14:13:24.673+01:00,Israel
UGA,Africa,2019,SEX_MLE,19.39929672,2025-01-28T14:13:24.673+01:00,Uganda
ROU,Europe,2001,SEX_MLE,18.95898861,2025-01-28T14:13:24.673+01:00,Romania
GBR,Europe,2014,SEX_FMLE,3.434394844,2025-01-28T14:13:24.673+01:00,United Kingdom
WB_HI,,2002,SEX_MLE,26.11709931,2025-01-28T14:13:24.673+01:00,not found
VUT,Western Pacific,2016,SEX_MLE,28.96446449,2025-01-28T14:13:24.673+01:00,Vanuatu
GTM,Americas,2016,SEX_FMLE,2.917125582,2025-01-28T14:13:24.673+01:00,Guatemala
URY,Americas,2014,SEX_FMLE,7.131315427,2025-01-28T14:13:24.673+01:00,Uruguay
COD,Africa,2008,SEX_MLE,23.70567771,2025-01-28T14:13:24.673+01:00,DR Congo
SEN,Africa,2005,SEX_MLE,18.84102899,2025-01-28T14:13:24.673+01:00,Senegal
UZB,Europe,2015,SEX_FMLE,7.70552421,2025-01-28T14:13:24.673+01:00,Uzbekistan
LSO,Africa,2018,SEX_FMLE,19.80940921,2025-01-28T14:13:24.673+01:00,Lesotho
PRK,South-East Asia,2017,SEX_FMLE,6.98684162,2025-01-28T14:13:24.673+01:00,North Korea
DJI,Eastern Mediterranean,2001,SEX_MLE,10.9793019,2025-01-28T14:13:24.673+01:00,Djibouti
NPL,South-East Asia,2008,SEX_FMLE,7.814496198,2025-01-28T14:13:24.673+01:00,Nepal
AFR,,2007,SEX_BTSX,11.40926889,2025-01-28T14:13:24.673+01:00,not found
MYS,Western Pacific,2003,SEX_MLE,8.280573628,2025-01-28T14:13:24.673+01:00,Malaysia
