SpatialDim,ParentLocation,TimeDim,Dim1,NumericValue,Date,Country
ERI,Africa,2013,SEX_MLE,34.32097294,2025-01-28T14:13:24.673+01:00,Eritrea
GMB,Africa,2006,SEX_BTSX,8.857354931,2025-01-28T14:13:24.673+01:00,Gambia
BIH,Europe,2019,SEX_BTSX,7.682549629,2025-01-28T14:13:24.673+01:00,Bosnia and Herzegovina
SVK,Europe,2017,SEX_FMLE,2.488661693,2025-01-28T14:13:24.673+01:00,Slovakia
HND,Americas,2001,SEX_MLE,7.554939988,2025-01-28T14:13:24.673+01:00,Honduras
ZMB,Africa,2020,SEX_BTSX,11.90880355,2025-01-28T14:13:24.673+01:00,Zambia
PAN,Americas,2006,SEX_FMLE,0.732984789,2025-01-28T14:13:24.673+01:00,Panama
BFA,Africa,2013,SEX_MLE,28.80939698,2025-01-28T14:13:24.673+01:00,Burkina Faso
FSM,Western Pacific,2021,SEX_BTSX,20.83401947,2025-01-28T14:13:24.673+01:00,"Micronesia, Fed. Sts."
LKA,South-East Asia,2015,SEX_FMLE,6.008066935,2025-01-28T14:13:24.673+01:00,Sri Lanka
NLD,Europe,2016,SEX_MLE,12.63493833,2025-01-28T14:13:24.673+01:00,Netherlands
BEN,Africa,2013,SEX_MLE,20.58103262,2025-01-28T14:13:24.673+01:00,Benin
TTO,Americas,2000,SEX_FMLE,5.815328057,2025-01-28T14:13:24.673+01:00,Trinidad and Tobago
URY,Americas,2012,SEX_MLE,27.20525662,2025-01-28T14:13:24.673+01:00,Uruguay
SAU,Eastern Mediterranean,2009,SEX_FMLE,1.817239719,2025-01-28T14:13:24.673+01:00,Saudi Arabia
COG,Africa,2014,SEX_MLE,19.04435296,2025-01-28T14:13:24.673+01:00,Congo Republic
KGZ,Europe,2015,SEX_FMLE,4.596546935,2025-01-28T14:13:24.673+01:00,Kyrgyz Republic
ALB,Europe,2012,SEX_MLE,5.278000523,2025-01-28T14:13:24.673+01:00,Albania
POL,Europe,2021,SEX_BTSX,11.50913016,2025-01-28T14:13:24.673+01:00,Poland
SWE,Europe,2008,SEX_FMLE,7.141556131,2025-01-28T14:13:24.673+01:00,Sweden
LUX,Europe,2001,SEX_FMLE,6.747952635,2025-01-28T14:13:24.673+01:00,Luxembourg
MUS,Africa,2010,SEX_BTSX,7.426226099,2025-01-28T14:13:24.673+01:00,Mauritius
LUX,Europe,2019,SEX_FMLE,4.898274472,2025-01-28T14:13:24.673+01:00,Luxembourg
ESP,Europe,2013,SEX_MLE,9.543996285,2025-01-28T14:13:24.673+01:00,Spain
GBR,Europe,2008,SEX_MLE,11.34467108,2025-01-28T14:13:24.673+01:00,United Kingdom
THA,South-East Asia,2008,SEX_FMLE,3.6354617,2025-01-28T14:13:24.673+01:00,Thailand
KIR,Western Pacific,2021,SEX_FMLE,5.183279239,2025-01-28T14:13:24.673+01:00,Kiribati
NPL,South-East Asia,2014,SEX_MLE,17.18031493,2025-01-28T14:13:24.673+01:00,Nepal
UKR,Europe,2014,SEX_MLE,38.90862099,2025-01-28T14:13:24.673+01:00,Ukraine
BTN,South-East Asia,2019,SEX_FMLE,3.617409891,2025-01-28T14:13:24.673+01:00,Bhutan
POL,Europe,2005,SEX_MLE,27.10730941,2025-01-28T14:13:24.673+01:00,Poland
AUS,Western Pacific,2011,SEX_MLE,15.67380151,2025-01-28T14:13:24.673+01:00,Australia
DZA,Africa,2000,SEX_MLE,5.546462065,2025-01-28T14:13:24.673+01:00,Algeria
SLB,Western Pacific,2013,SEX_FMLE,12.25655108,2025-01-28T14:13:24.673+01:00,Solomon Islands
ARM,Europe,2005,SEX_MLE,6.771724907,2025-01-28T14:13:24.673+01:00,Armenia
MNE,Europe,2010,SEX_FMLE,5.236561845,2025-01-28T14:13:24.673+01:00,Montenegro
KWT,Eastern Mediterranean,2001,SEX_BTSX,3.789738512,2025-01-28T14:13:24.673+01:00,Kuwait
ISL,Europe,2009,SEX_MLE,18.83248436,2025-01-28T14:13:24.673+01:00,Iceland
SRB,Europe,2007,SEX_FMLE,7.099940003,2025-01-28T14:13:24.673+01:00,Serbia
BHR,Eastern Mediterranean,2000,SEX_FMLE,5.313751695,2025-01-28T14:13:24.673+01:00,Bahrain
HRV,Europe,2002,SEX_BTSX,14.59509779,2025-01-28T14:13:24.673+01:00,Croatia
LCA,Americas,2003,SEX_FMLE,1.644192689,2025-01-28T14:13:24.673+01:00,St. Lucia
LBY,Eastern Mediterranean,2016,SEX_MLE,8.305265193,2025-01-28T14:13:24.673+01:00,Libya
JOR,Eastern Mediterranean,2020,SEX_BTSX,0.750306672,2025-01-28T14:13:24.673+01:00,Jordan
ETH,Africa,2006,SEX_FMLE,6.231102587,2025-01-28T14:13:24.673+01:00,Ethiopia
MNG,Western Pacific,2016,SEX_FMLE,5.853835285,2025-01-28T14:13:24.673+01:00,Mongolia
IND,South-East Asia,2018,SEX_FMLE,11.80687418,2025-01-28T14:13:24.673+01:00,India
LAO,Western Pacific,2008,SEX_MLE,8.898264406,2025-01-28T14:13:24.673+01:00,Laos
MYS,Western Pacific,2013,SEX_MLE,6.829418426,2025-01-28T14:13:24.673+01:00,Malaysia
RWA,Africa,2015,SEX_MLE,21.61622782,2025-01-28T14:13:24.673+01:00,Rwanda
KAZ,Europe,2016,SEX_FMLE,6.965578987,2025-01-28T14:13:24.673+01:00,Kazakhstan
MYS,Western Pacific,2014,SEX_MLE,7.054695918,2025-01-28T14:13:24.673+01:00,Malaysia
SLE,Africa,2007,SEX_MLE,13.52423865,2025-01-28T14:13:24.673+01:00,Sierra Leone
MDA,Europe,2002,SEX_FMLE,5.792732191,2025-01-28T14:13:24.673+01:00,Moldova
MMR,South-East Asia,2011,SEX_MLE,5.650843197,2025-01-28T14:13:24.673+01:00,Myanmar
VUT,Western Pacific,2021,SEX_FMLE,7.607778152,2025-01-28T14:13:24.673+01:00,Vanuatu
PER,Americas,2020,SEX_BTSX,1.497928571,2025-01-28T14:13:24.673+01:00,Peru
STP,Africa,2012,SEX_FMLE,0.657756391,2025-01-28T14:13:24.673+01:00,Sao Tome and Principe
WB_HI,,2020,SEX_FMLE,5.452723765,2025-01-28T14:13:24.673+01:00,not found
LBY,Eastern Mediterranean,2001,SEX_BTSX,5.485617272,2025-01-28T14:13:24.673+01:00,Libya
MLT,Europe,2014,SEX_MLE,10.06337936,2025-01-28T14:13:24.673+01:00,Malta
CAN,Americas,2006,SEX_BTSX,10.17495428,2025-01-28T14:13:24.673+01:00,Canada
JOR,Eastern Mediterranean,2000,SEX_BTSX,2.615198181,2025-01-28T14:13:24.673+01:00,Jordan
MMR,South-East Asia,2016,SEX_BTSX,3.192628201,2025-01-28T14:13:24.673+01:00,Myanmar
ZWE,Africa,2013,SEX_MLE,33.61059626,2025-01-28T14:13:24.673+01:00,Zimbabwe
ERI,Africa,2006,SEX_FMLE,10.74541851,2025-01-28T14:13:24.673+01:00,Eritrea
BLZ,Americas,2005,SEX_MLE,10.995955,2025-01-28T14:13:24.673+01:00,Belize
SWE,Europe,2011,SEX_MLE,16.51356784,2025-01-28T14:13:24.673+01:00,Sweden
SLE,Africa,2000,SEX_FMLE,4.922971811,2025-01-28T14:13:24.673+01:00,Sierra Leone
TCD,Africa,2008,SEX_MLE,16.80133947,2025-01-28T14:13:24.673+01:00,Chad
HUN,Europe,2015,SEX_FMLE,6.484117333,2025-01-28T14:13:24.673+01:00,Hungary
FSM,Western Pacific,2001,SEX_MLE,37.37000069,2025-01-28T14:13:24.673+01:00,"Micronesia, Fed. Sts."
AUT,Europe,2002,SEX_MLE,25.3085494,2025-01-28T14:13:24.673+01:00,Austria
POL,Europe,2000,SEX_BTSX,15.34389448,2025-01-28T14:13:24.673+01:00,Poland
IDN,South-East Asia,2021,SEX_BTSX,1.283181808,2025-01-28T14:13:24.673+01:00,Indonesia
PSE,Eastern Mediterranean,2009,SEX_MLE,1.278706341,2025-01-28T14:13:24.673+01:00,Palestine
GMB,Africa,2013,SEX_MLE,12.78591606,2025-01-28T14:13:24.673+01:00,Gambia
ATG,Americas,2014,SEX_BTSX,0.43161709,2025-01-28T14:13:24.673+01:00,Antigua and Barbuda
GEO,Europe,2005,SEX_FMLE,0.749195594,2025-01-28T14:13:24.673+01:00,Georgia
FJI,Western Pacific,2015,SEX_FMLE,6.128192564,2025-01-28T14:13:24.673+01:00,Fiji
KEN,Africa,2013,SEX_FMLE,6.095201653,2025-01-28T14:13:24.673+01:00,Kenya
DZA,Africa,2005,SEX_FMLE,2.159187186,2025-01-28T14:13:24.673+01:00,Algeria
NPL,South-East Asia,2010,SEX_MLE,16.01747435,2025-01-28T14:13:24.673+01:00,Nepal
NAM,Africa,2010,SEX_FMLE,5.595727867,2025-01-28T14:13:24.673+01:00,Namibia
SVN,Europe,2007,SEX_BTSX,17.25786696,2025-01-28T14:13:24.673+01:00,Slovenia
AFR,,2005,SEX_MLE,18.61183402,2025-01-28T14:13:24.673+01:00,not found
KIR,Western Pacific,2020,SEX_MLE,35.51440843,2025-01-28T14:13:24.673+01:00,Kiribati
AMR,,2019,SEX_BTSX,9.095793347,2025-01-28T14:13:24.673+01:00,not found
CZE,Europe,2010,SEX_FMLE,3.912868995,2025-01-28T14:13:24.673+01:00,Czechia
KOR,Western Pacific,2013,SEX_MLE,35.34078587,2025-01-28T14:13:24.673+01:00,South Korea
CYP,Europe,2001,SEX_MLE,2.586508361,2025-01-28T14:13:24.673+01:00,Cyprus
HRV,Europe,2011,SEX_MLE,18.67674469,2025-01-28T14:13:24.673+01:00,Croatia
STP,Africa,2021,SEX_BTSX,1.251126369,2025-01-28T14:13:24.673+01:00,Sao Tome and Principe
MAR,Eastern Mediterranean,2009,SEX_FMLE,3.844236733,2025-01-28T14:13:24.673+01:00,Morocco
GRC,Europe,2019,SEX_FMLE,1.447628031,2025-01-28T14:13:24.673+01:00,Greece
TCD,Africa,2018,SEX_BTSX,10.9596104,2025-01-28T14:13:24.673+01:00,Chad
ECU,Americas,2009,SEX_BTSX,8.972422235,2025-01-28T14:13:24.673+01:00,Ecuador
IRQ,Eastern Mediterranean,2015,SEX_FMLE,2.19602689,2025-01-28T14:13:24.673+01:00,Iraq
SSD,Africa,2005,SEX_MLE,16.93213858,2025-01-28T14:13:24.673+01:00,South Sudan
AUT,Europe,2006,SEX_MLE,20.38240021,2025-01-28T14:13:24.673+01:00,Austria
COD,Africa,2015,SEX_FMLE,6.732494417,2025-01-28T14:13:24.673+01:00,DR Congo
BGD,South-East Asia,2010,SEX_FMLE,2.767080047,2025-01-28T14:13:24.673+01:00,Bangladesh
FJI,Western Pacific,2004,SEX_MLE,12.98107504,2025-01-28T14:13:24.673+01:00,Fiji
LAO,Western Pacific,2013,SEX_FMLE,3.010016946,2025-01-28T14:13:24.673+01:00,Laos
BRN,Western Pacific,2004,SEX_BTSX,1.515720696,2025-01-28T14:13:24.673+01:00,Brunei Darussalam
PNG,Western Pacific,2007,SEX_MLE,2.529260508,2025-01-28T14:13:24.673+01:00,Papua New Guinea
MOZ,Africa,2013,SEX_MLE,33.65306839,2025-01-28T14:13:24.673+01:00,Mozambique
GHA,Africa,2006,SEX_MLE,13.58772214,2025-01-28T14:13:24.673+01:00,Ghana
ATG,Americas,2002,SEX_MLE,2.940848887,2025-01-28T14:13:24.673+01:00,Antigua and Barbuda
GBR,Europe,2005,SEX_BTSX,7.002319832,2025-01-28T14:13:24.673+01:00,United Kingdom
UGA,Africa,2006,SEX_BTSX,13.00525406,2025-01-28T14:13:24.673+01:00,Uganda
SDN,Eastern Mediterranean,2006,SEX_BTSX,4.542070607,2025-01-28T14:13:24.673+01:00,Sudan
TKM,Europe,2007,SEX_FMLE,5.252419104,2025-01-28T14:13:24.673+01:00,Turkmenistan
RWA,Africa,2010,SEX_FMLE,7.036284829,2025-01-28T14:13:24.673+01:00,Rwanda
ETH,Africa,2001,SEX_FMLE,7.515561705,2025-01-28T14:13:24.673+01:00,Ethiopia
LUX,Europe,2009,SEX_BTSX,8.632073892,2025-01-28T14:13:24.673+01:00,Luxembourg
ZMB,Africa,2000,SEX_MLE,24.50415159,2025-01-28T14:13:24.673+01:00,Zambia
KEN,Africa,2001,SEX_BTSX,9.870076613,2025-01-28T14:13:24.673+01:00,Kenya
IDN,South-East Asia,2003,SEX_MLE,3.016564193,2025-01-28T14:13:24.673+01:00,Indonesia
CAN,Americas,2004,SEX_BTSX,10.93906699,2025-01-28T14:13:24.673+01:00,Canada
ZMB,Africa,2020,SEX_FMLE,4.350832,2025-01-28T14:13:24.673+01:00,Zambia
FSM,Western Pacific,2002,SEX_FMLE,10.72880198,2025-01-28T14:13:24.673+01:00,"Micronesia, Fed. Sts."
MLI,Africa,2003,SEX_FMLE,5.390914931,2025-01-28T14:13:24.673+01:00,Mali
MDV,South-East Asia,2009,SEX_MLE,4.8800261,2025-01-28T14:13:24.673+01:00,Maldives
KEN,Africa,2003,SEX_BTSX,10.30959054,2025-01-28T14:13:24.673+01:00,Kenya
HRV,Europe,2006,SEX_MLE,21.46778583,2025-01-28T14:13:24.673+01:00,Croatia
AMR,,2013,SEX_MLE,13.2525299,2025-01-28T14:13:24.673+01:00,not found
NZL,Western Pacific,2010,SEX_FMLE,6.776865467,2025-01-28T14:13:24.673+01:00,New Zealand
PAK,Eastern Mediterranean,2007,SEX_MLE,12.2555348,2025-01-28T14:13:24.673+01:00,Pakistan
NOR,Europe,2011,SEX_MLE,16.34908428,2025-01-28T14:13:24.673+01:00,Norway
GNQ,Africa,2001,SEX_BTSX,13.82605082,2025-01-28T14:13:24.673+01:00,Equatorial Guinea
GRD,Americas,2002,SEX_BTSX,3.854455713,2025-01-28T14:13:24.673+01:00,Grenada
PAK,Eastern Mediterranean,2015,SEX_FMLE,3.74694279,2025-01-28T14:13:24.673+01:00,Pakistan
SOM,Eastern Mediterranean,2011,SEX_MLE,20.05199054,2025-01-28T14:13:24.673+01:00,Somalia
GTM,Americas,2010,SEX_BTSX,6.801995461,2025-01-28T14:13:24.673+01:00,Guatemala
MNE,Europe,2012,SEX_FMLE,5.26550961,2025-01-28T14:13:24.673+01:00,Montenegro
OMN,Eastern Mediterranean,2007,SEX_BTSX,1.727087855,2025-01-28T14:13:24.673+01:00,Oman
SWE,Europe,2013,SEX_BTSX,12.96079421,2025-01-28T14:13:24.673+01:00,Sweden
SOM,Eastern Mediterranean,2004,SEX_BTSX,16.6913881,2025-01-28T14:13:24.673+01:00,Somalia
GRD,Americas,2014,SEX_FMLE,0.823302043,2025-01-28T14:13:24.673+01:00,Grenada
AMR,,2015,SEX_BTSX,8.770992946,2025-01-28T14:13:24.673+01:00,not found
ECU,Americas,2003,SEX_FMLE,3.793378787,2025-01-28T14:13:24.673+01:00,Ecuador
GAB,Africa,2003,SEX_FMLE,4.969388373,2025-01-28T14:13:24.673+01:00,Gabon
TTO,Americas,2016,SEX_MLE,19.45555027,2025-01-28T14:13:24.673+01:00,Trinidad and Tobago
BLR,Europe,2011,SEX_MLE,52.8255434,2025-01-28T14:13:24.673+01:00,Belarus
AMR,,2018,SEX_MLE,14.51163457,2025-01-28T14:13:24.673+01:00,not found
GEO,Europe,2014,SEX_MLE,7.988088112,2025-01-28T14:13:24.673+01:00,Georgia
JPN,Western Pacific,2010,SEX_FMLE,10.39545913,2025-01-28T14:13:24.673+01:00,Japan
JOR,Eastern Mediterranean,2018,SEX_MLE,1.264898659,2025-01-28T14:13:24.673+01:00,Jordan
PHL,Western Pacific,2010,SEX_BTSX,3.347614267,2025-01-28T14:13:24.673+01:00,Philippines
NPL,South-East Asia,2013,SEX_BTSX,12.22139083,2025-01-28T14:13:24.673+01:00,Nepal
SGP,Western Pacific,2004,SEX_MLE,13.69810658,2025-01-28T14:13:24.673+01:00,Singapore
SGP,Western Pacific,2008,SEX_MLE,12.01446818,2025-01-28T14:13:24.673+01:00,Singapore
BEN,Africa,2005,SEX_MLE,19.9295803,2025-01-28T14:13:24.673+01:00,Benin
ALB,Europe,2021,SEX_MLE,2.560050618,2025-01-28T14:13:24.673+01:00,Albania
SRB,Europe,2010,SEX_FMLE,5.629367922,2025-01-28T14:13:24.673+01:00,Serbia
QAT,Eastern Mediterranean,2017,SEX_MLE,7.49051851,2025-01-28T14:13:24.673+01:00,Qatar
EST,Europe,2005,SEX_BTSX,18.92423679,2025-01-28T14:13:24.673+01:00,Estonia
MKD,Europe,2005,SEX_MLE,9.571406106,2025-01-28T14:13:24.673+01:00,North Macedonia
GNB,Africa,2011,SEX_MLE,19.72883123,2025-01-28T14:13:24.673+01:00,Guinea-Bissau
RWA,Africa,2021,SEX_FMLE,6.974622313,2025-01-28T14:13:24.673+01:00,Rwanda
LKA,South-East Asia,2008,SEX_MLE,36.50924459,2025-01-28T14:13:24.673+01:00,Sri Lanka
DEU,Europe,2016,SEX_MLE,13.59470336,2025-01-28T14:13:24.673+01:00,Germany
MWI,Africa,2018,SEX_MLE,24.25334373,2025-01-28T14:13:24.673+01:00,Malawi
KHM,Western Pacific,2002,SEX_FMLE,3.716864944,2025-01-28T14:13:24.673+01:00,Cambodia
SVK,Europe,2001,SEX_FMLE,3.850468911,2025-01-28T14:13:24.673+01:00,Slovakia
ARM,Europe,2020,SEX_MLE,3.50193098,2025-01-28T14:13:24.673+01:00,Armenia
NZL,Western Pacific,2012,SEX_BTSX,12.38366971,2025-01-28T14:13:24.673+01:00,New Zealand
VNM,Western Pacific,2018,SEX_MLE,11.06068199,2025-01-28T14:13:24.673+01:00,Vietnam
MDG,Africa,2019,SEX_BTSX,9.94701664,2025-01-28T14:13:24.673+01:00,Madagascar
WB_UMI,,2011,SEX_FMLE,5.505946469,2025-01-28T14:13:24.673+01:00,not found
BRB,Americas,2015,SEX_BTSX,3.487520878,2025-01-28T14:13:24.673+01:00,Barbados
KHM,Western Pacific,2004,SEX_BTSX,5.512910501,2025-01-28T14:13:24.673+01:00,Cambodia
SOM,Eastern Mediterranean,2018,SEX_MLE,21.34247058,2025-01-28T14:13:24.673+01:00,Somalia
PAK,Eastern Mediterranean,2001,SEX_FMLE,4.071879725,2025-01-28T14:13:24.673+01:00,Pakistan
IND,South-East Asia,2011,SEX_BTSX,16.52986135,2025-01-28T14:13:24.673+01:00,India
PAK,Eastern Mediterranean,2013,SEX_MLE,10.45671347,2025-01-28T14:13:24.673+01:00,Pakistan
ATG,Americas,2015,SEX_FMLE,0.768742239,2025-01-28T14:13:24.673+01:00,Antigua and Barbuda
PRI,Americas,2005,SEX_FMLE,1.777488712,2025-01-28T14:13:24.673+01:00,Puerto Rico
CMR,Africa,2003,SEX_FMLE,5.922922855,2025-01-28T14:13:24.673+01:00,Cameroon
WPR,,2010,SEX_FMLE,7.654977733,2025-01-28T14:13:24.673+01:00,not found
GHA,Africa,2016,SEX_MLE,14.38877581,2025-01-28T14:13:24.673+01:00,Ghana
CAF,Africa,2014,SEX_FMLE,7.265023191,2025-01-28T14:13:24.673+01:00,Central African Republic
JAM,Americas,2002,SEX_BTSX,1.198058611,2025-01-28T14:13:24.673+01:00,Jamaica
CPV,Africa,2010,SEX_FMLE,6.014766949,2025-01-28T14:13:24.673+01:00,Cabo Verde
JAM,Americas,2014,SEX_MLE,2.105092507,2025-01-28T14:13:24.673+01:00,Jamaica
MNG,Western Pacific,2015,SEX_MLE,34.05721822,2025-01-28T14:13:24.673+01:00,Mongolia
EMR,,2007,SEX_BTSX,5.038384119,2025-01-28T14:13:24.673+01:00,not found
MOZ,Africa,2017,SEX_FMLE,9.655746653,2025-01-28T14:13:24.673+01:00,Mozambique
GBR,Europe,2015,SEX_FMLE,3.640550631,2025-01-28T14:13:24.673+01:00,United Kingdom
KWT,Eastern Mediterranean,2012,SEX_BTSX,1.172450895,2025-01-28T14:13:24.673+01:00,Kuwait
CIV,Africa,2021,SEX_FMLE,4.380172724,2025-01-28T14:13:24.673+01:00,Cote d'Ivoire
ESP,Europe,2011,SEX_FMLE,2.377247024,2025-01-28T14:13:24.673+01:00,Spain
CMR,Africa,2016,SEX_BTSX,14.08589876,2025-01-28T14:13:24.673+01:00,Cameroon
SWZ,Africa,2000,SEX_BTSX,19.0122002,2025-01-28T14:13:24.673+01:00,Eswatini
KIR,Western Pacific,2007,SEX_MLE,38.42458114,2025-01-28T14:13:24.673+01:00,Kiribati
ARE,Eastern Mediterranean,2010,SEX_BTSX,2.151918104,2025-01-28T14:13:24.673+01:00,United Arab Emirates
ISR,Europe,2001,SEX_FMLE,2.28119724,2025-01-28T14:13:24.673+01:00,Israel
MLT,Europe,2017,SEX_BTSX,4.460885788,2025-01-28T14:13:24.673+01:00,Malta
DJI,Eastern Mediterranean,2014,SEX_BTSX,10.38329086,2025-01-28T14:13:24.673+01:00,Djibouti
SLB,Western Pacific,2014,SEX_FMLE,12.11687153,2025-01-28T14:13:24.673+01:00,Solomon Islands
CIV,Africa,2009,SEX_MLE,21.60433043,2025-01-28T14:13:24.673+01:00,Cote d'Ivoire
LTU,Europe,2000,SEX_MLE,80.93147746,2025-01-28T14:13:24.673+01:00,Lithuania
GMB,Africa,2007,SEX_FMLE,5.388588118,2025-01-28T14:13:24.673+01:00,Gambia
LSO,Africa,2017,SEX_MLE,53.57220279,2025-01-28T14:13:24.673+01:00,Lesotho
MYS,Western Pacific,2006,SEX_FMLE,2.349577991,2025-01-28T14:13:24.673+01:00,Malaysia
BEL,Europe,2013,SEX_FMLE,8.904006543,2025-01-28T14:13:24.673+01:00,Belgium
TGO,Africa,2020,SEX_MLE,25.34611831,2025-01-28T14:13:24.673+01:00,Togo
MDG,Africa,2007,SEX_BTSX,11.0039846,2025-01-28T14:13:24.673+01:00,Madagascar
GMB,Africa,2013,SEX_BTSX,8.941818376,2025-01-28T14:13:24.673+01:00,Gambia
AFR,,2010,SEX_FMLE,5.637295708,2025-01-28T14:13:24.673+01:00,not found
FSM,Western Pacific,2018,SEX_BTSX,21.61431936,2025-01-28T14:13:24.673+01:00,"Micronesia, Fed. Sts."
WB_UMI,,2016,SEX_FMLE,4.36699095,2025-01-28T14:13:24.673+01:00,not found
AFR,,2014,SEX_BTSX,11.1223068,2025-01-28T14:13:24.673+01:00,not found
KHM,Western Pacific,2008,SEX_MLE,8.021896541,2025-01-28T14:13:24.673+01:00,Cambodia
TZA,Africa,2012,SEX_MLE,12.59036065,2025-01-28T14:13:24.673+01:00,Tanzania
PHL,Western Pacific,2012,SEX_FMLE,1.561609559,2025-01-28T14:13:24.673+01:00,Philippines
LBY,Eastern Mediterranean,2003,SEX_MLE,7.007838238,2025-01-28T14:13:24.673+01:00,Libya
NAM,Africa,2007,SEX_BTSX,12.81770447,2025-01-28T14:13:24.673+01:00,Namibia
MDV,South-East Asia,2000,SEX_MLE,6.237260631,2025-01-28T14:13:24.673+01:00,Maldives
DZA,Africa,2019,SEX_MLE,2.838489663,2025-01-28T14:13:24.673+01:00,Algeria
JPN,Western Pacific,2013,SEX_MLE,24.37297393,2025-01-28T14:13:24.673+01:00,Japan
MUS,Africa,2017,SEX_BTSX,9.163456361,2025-01-28T14:13:24.673+01:00,Mauritius
HTI,Americas,2000,SEX_MLE,14.33799456,2025-01-28T14:13:24.673+01:00,Haiti
COD,Africa,2016,SEX_FMLE,6.727272294,2025-01-28T14:13:24.673+01:00,DR Congo
MLT,Europe,2001,SEX_MLE,9.111449152,2025-01-28T14:13:24.673+01:00,Malta
VNM,Western Pacific,2019,SEX_FMLE,4.18179225,2025-01-28T14:13:24.673+01:00,Vietnam
BGR,Europe,2018,SEX_BTSX,6.636074949,2025-01-28T14:13:24.673+01:00,Bulgaria
TUN,Eastern Mediterranean,2000,SEX_BTSX,3.17586921,2025-01-28T14:13:24.673+01:00,Tunisia
EUR,,2009,SEX_MLE,24.22658799,2025-01-28T14:13:24.673+01:00,not found
AUS,Western Pacific,2003,SEX_MLE,16.07359808,2025-01-28T14:13:24.673+01:00,Australia
WB_HI,,2011,SEX_BTSX,14.05894805,2025-01-28T14:13:24.673+01:00,not found
DJI,Eastern Mediterranean,2015,SEX_FMLE,8.221745388,2025-01-28T14:13:24.673+01:00,Djibouti
NIC,Americas,2014,SEX_MLE,8.974335894,2025-01-28T14:13:24.673+01:00,Nicaragua
LVA,Europe,2001,SEX_MLE,50.07487339,2025-01-28T14:13:24.673+01:00,Latvia
PRK,South-East Asia,2016,SEX_BTSX,9.182992289,2025-01-28T14:13:24.673+01:00,North Korea
AUS,Western Pacific,2001,SEX_MLE,19.20357518,2025-01-28T14:13:24.673+01:00,Australia
IND,South-East Asia,2021,SEX_MLE,14.13338308,2025-01-28T14:13:24.673+01:00,India
GMB,Africa,2005,SEX_MLE,12.95855875,2025-01-28T14:13:24.673+01:00,Gambia
SLE,Africa,2019,SEX_MLE,13.09882437,2025-01-28T14:13:24.673+01:00,Sierra Leone
SOM,Eastern Mediterranean,2009,SEX_MLE,22.99301989,2025-01-28T14:13:24.673+01:00,Somalia
SWE,Europe,2007,SEX_FMLE,7.095896346,2025-01-28T14:13:24.673+01:00,Sweden
EST,Europe,2015,SEX_BTSX,13.19793961,2025-01-28T14:13:24.673+01:00,Estonia
VUT,Western Pacific,2015,SEX_FMLE,7.884080017,2025-01-28T14:13:24.673+01:00,Vanuatu
DOM,Americas,2009,SEX_BTSX,4.898813395,2025-01-28T14:13:24.673+01:00,Dominican Republic
FRA,Europe,2011,SEX_BTSX,13.64111461,2025-01-28T14:13:24.673+01:00,France
TUR,Europe,2020,SEX_FMLE,1.158310774,2025-01-28T14:13:24.673+01:00,Türkiye
MWI,Africa,2004,SEX_BTSX,13.21832169,2025-01-28T14:13:24.673+01:00,Malawi
SLB,Western Pacific,2007,SEX_MLE,34.27774867,2025-01-28T14:13:24.673+01:00,Solomon Islands
ESP,Europe,2019,SEX_BTSX,5.820901922,2025-01-28T14:13:24.673+01:00,Spain
WPR,,2009,SEX_MLE,13.61267411,2025-01-28T14:13:24.673+01:00,not found
ISL,Europe,2001,SEX_FMLE,5.717557751,2025-01-28T14:13:24.673+01:00,Iceland
CUB,Americas,2020,SEX_FMLE,3.385034367,2025-01-28T14:13:24.673+01:00,Cuba
USA,Americas,2001,SEX_MLE,16.96190005,2025-01-28T14:13:24.673+01:00,United States
BLZ,Americas,2021,SEX_MLE,7.679396041,2025-01-28T14:13:24.673+01:00,Belize
EGY,Eastern Mediterranean,2010,SEX_BTSX,1.050247621,2025-01-28T14:13:24.673+01:00,Egypt
BDI,Africa,2008,SEX_FMLE,7.718236422,2025-01-28T14:13:24.673+01:00,Burundi
QAT,Eastern Mediterranean,2017,SEX_FMLE,1.341946533,2025-01-28T14:13:24.673+01:00,Qatar
ETH,Africa,2021,SEX_BTSX,10.6837219,2025-01-28T14:13:24.673+01:00,Ethiopia
MUS,Africa,2014,SEX_BTSX,9.918936987,2025-01-28T14:13:24.673+01:00,Mauritius
ARG,Americas,2009,SEX_FMLE,3.254664258,2025-01-28T14:13:24.673+01:00,Argentina
DJI,Eastern Mediterranean,2011,SEX_MLE,11.0576682,2025-01-28T14:13:24.673+01:00,Djibouti
ZMB,Africa,2003,SEX_FMLE,5.373161865,2025-01-28T14:13:24.673+01:00,Zambia
TGO,Africa,2012,SEX_MLE,26.61383617,2025-01-28T14:13:24.673+01:00,Togo
KGZ,Europe,2008,SEX_BTSX,12.74913174,2025-01-28T14:13:24.673+01:00,Kyrgyz Republic
ESP,Europe,2003,SEX_MLE,10.10689741,2025-01-28T14:13:24.673+01:00,Spain
HUN,Europe,2018,SEX_BTSX,12.5214142,2025-01-28T14:13:24.673+01:00,Hungary
JOR,Eastern Mediterranean,2013,SEX_BTSX,0.968776368,2025-01-28T14:13:24.673+01:00,Jordan
MDV,South-East Asia,2019,SEX_FMLE,0.612831776,2025-01-28T14:13:24.673+01:00,Maldives
